Titulo,Ano,Duracao,Temporadas,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
The Kindness Diaries,2019,,1 Season,Netflix,TV-PG,,,"Host Leon Logothetis travels the world with only a vintage motorbike and the kindness of strangers, which he pays back in unexpected, inspiring ways."
The L Word,2009,,6 Seasons,Netflix,TV-MA,,,This trailblazing series follows the tangled lives and ever-changing relationships among a close-knit group of lesbians who call Los Angeles home.
The Lady in Dignity,2017,,1 Season,Netflix,TV-MA,,,The wife of a corporate heir finds her luxurious life overturned by a mysterious woman who joins the household as a caregiver for her father-in-law.
The Liar,2013,,1 Season,Netflix,TV-14,,,"At the CARE detective agency, investigators see a lot of action but must always keep their cases secret, even when it affects their personal lives."
The Lizzie Borden Chronicles,2015,,1 Season,Netflix,TV-14,,,"Exonerated in the murder of her father and stepmother, Lizzie Borden takes on crime lords, detectives and other foes as she savors her new infamy."
The Making of Frozen Planet,2012,,1 Season,Netflix,TV-PG,,,Documentary crew members brave Earth's most frigid regions to capture the majesty and mystery found in the chillier side of the animal kingdom.
The Messengers,2015,,1 Season,Netflix,TV-14,,,A group of strangers who are killed by a mysterious object soon come back to life and learn they have been chosen to prevent the apocalypse.
The Mind of a Chef,2016,,5 Seasons,Netflix,TV-PG,,,Producer and narrator Anthony Bourdain explores the creative processes of international celebrity chefs to learn what fuels their culinary artistry.
The Minimighty Kids,2012,,2 Seasons,Netflix,TV-G,,,"Some have big feet or a sniffly nose, others are clumsy or too sweaty – but these kids soon discover their mini problems can become superpowers."
The Ministry of Time,2017,,3 Seasons,Netflix,TV-MA,,,Three officers from different eras work for a secret agency guarding Spain's past from time-traveling intruders trying to manipulate history.
The Mortified Guide,2018,,1 Season,Netflix,TV-MA,,,"Brave people get onstage to read hilarious and humiliating tales of gawky teenage love, family dysfunction and other stories from their younger years."
The Most Beautiful Hands of Delhi,2017,,1 Season,Netflix,TV-MA,,,"A stalled career, failed marriage and receding hairline drive a middle-aged Swedish man to try to revitalize his life by visiting India."
The Murder Detectives,2015,,1 Season,Netflix,TV-MA,,,"This series tracks the ups and downs of an 18-month investigation into the 2014 stabbing murder of teenager Nicholas Robinson in Bristol, England."
The Netflix Afterparty,2021,,1 Season,Netflix,TV-MA,,,"Hosts David Spade, Fortune Feimster and London Hughes welcome guests from the newest and biggest Netflix titles for fun conversations, skits and more."
The Nineties,2017,,1 Season,Netflix,TV-14,,,This U.S.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. Executive produced by Tom Hanks.
The Office (U.S.),2012,,9 Seasons,Netflix,TV-14,,,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.
The Pyramid Code,2009,,1 Season,Netflix,TV-PG,,,How was the scientific understanding of the ancients so advanced? A team of experts answers this and other questions in this fascinating series.
The Real Football Factories,2006,,1 Season,Netflix,TV-MA,,,Examine the troubling history of football hooliganism and hear from real hooligans about their bitter rivalries and rowdiest brawls.
The Road to Calvary,2017,,1 Season,Netflix,TV-14,,,"Swept up in political unrest during World War I, two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them."
The Seventies,2015,,1 Season,Netflix,TV-PG,,,"This series examines 1970s America, focusing on the major political and historical landmarks of the decade and the cultural response to those events."
The Sniffer,2017,,3 Seasons,Netflix,TV-MA,,,"An extraordinary sense of smell gives a crime investigator unique insight into solving mysteries, but his gift takes a toll on his personal life."
The Story of God with Morgan Freeman,2017,,2 Seasons,Netflix,TV-14,,,"Host Morgan Freeman explores religion's role in human history, how our beliefs connect us and possible answers to life's million-dollar questions."
The Story of Us with Morgan Freeman,2017,,1 Season,Netflix,TV-14,,,"Explore the forces of love, belief, power, war, peace, rebellion and freedom in this series about the ties that bind – and destroy – humanity."
The Super Mario Bros. Super Show!,1989,,1 Season,Netflix,TV-Y7,,,"Mixing live action and animation, this classic series brought the beloved Super Mario Bros. video game characters to television screens everywhere."
The Traffickers,2016,,1 Season,Netflix,TV-MA,,,"In this hard-hitting series, journalist Nelufar Hedayat travels the globe to expose an array of black markets, from guns and gold to human body parts."
The Tudors,2010,,4 Seasons,Netflix,TV-MA,,,All the splendor and scandal of England's 16th-century royal court comes to life in this series that follows notorious Tudor monarch Henry VIII.
The Twilight Zone (Original Series),1963,,4 Seasons,Netflix,TV-14,,,"Hosted by creator Rod Serling, this groundbreaking anthology series presents tales of the supernatural that are often tinged with social commentary."
The Underwear,2017,,1 Season,Netflix,TV-MA,,,Virtual and real worlds collide as a group of teenagers who are grappling with matters of the heart cross paths in a cafe and on an anonymous website.
The Universe,2009,,1 Season,Netflix,TV-14,,,"Discover the secrets of the universe in this series that pairs animation with insights on distant planets, black holes and other celestial marvels."
The Vietnam War: A Film by Ken Burns and Lynn Novick,2017,,1 Season,Netflix,TV-MA,,,"Ken Burns presents an epic 10-part, 18-hour chronicle of the Vietnam War, featuring the soldiers, protesters, politicians and families that lived it."
The War: A Film by Ken Burns and Lynn Novick,2007,,1 Season,Netflix,TV-14,,,"A seven-part series brings World War II to life through the harrowing personal accounts of soldiers and others from ""typical"" American towns."
The West Wing,2005,,7 Seasons,Netflix,TV-14,,,This powerful political epic chronicles the triumphs and travails of White House senior staff under the administration of President Josiah Bartlet.
The Womanizer,2010,,1 Season,Netflix,TV-MA,,,Libertine He-jie finds himself torn between the lovely Amanda and fiery Xiao-qian. But now he faces a new problem: arrogant rival suitor Cheng-en.
ThirTEEN Terrors,2014,,1 Season,Netflix,TV-14,,,A group of teens searches for the dark truth behind their school's mysterious and brutal history.
This Is My Love,2015,,1 Season,Netflix,TV-14,,,"A renowned actor who is still pining over the loss of his first real love writes an autobiography about his memories of her, hoping to reconnect."
Tientsin Mystic,2017,,1 Season,Netflix,TV-14,,,"In an otherworldly river town, a policeman follows the trail of a sinister force to save his community from deadly spells."
Timeless Season,2009,,1 Season,Netflix,TV-14,,,"A decade after college, a wake reunites five female friends struggling with illness, infidelity, toxic in-laws, spousal abuse and other life issues."
Timeline,2014,,1 Season,Netflix,TV-14,,,"Firsthand accounts, re-enactments and computer-generated graphics retell in detail Thailand's biggest news stories from the past."
Tip the Mouse,2014,,1 Season,Netflix,TV-Y,,,"In his tiny meadow village, curious little mouse Tip enjoys fun and adventure while learning about the world with his furry friends and family."
Toast of London,2015,,3 Seasons,Netflix,TV-MA,,,"After a divorce and fatal career move, a classically trained British stage actor navigates single life with his odd roommate and takes on horrid jobs."
Tobot,2018,,2 Seasons,Netflix,TV-Y7,,,They’re robots that can transform into cars – and the Tobots are committed to fighting villains to protect the city and root out crime.
Top 10 Secrets and Mysteries,2018,,1 Season,Netflix,TV-14,,,"This series investigates mysteries that persistently elude scientific explanation, such as mythical creatures, UFOs, sacred sites and more."
Top Grier,2018,,3 Seasons,Netflix,TV-MA,,,"Social media star Hayes Grier returns to North Carolina for a reality series packed with action sports, pranks and romantic escapades."
Towies,2016,,1 Season,Netflix,TV-MA,,,Australia's toughest tow truck operators work to keep Queensland's streets clear of overturned semis and other automotive disasters.
Trotsky,2017,,1 Season,Netflix,TV-MA,,,The complex historical figure of Leon Trotsky comes to life in this epic biography that depicts the tumultuous life of the Russian revolutionary.
Twirlywoos,2018,,2 Seasons,Netflix,TV-Y,,,"The colorful and curious family of Twirlywoos bounces around their boat and visits new places, turning learning into adventures wherever they land."
Ugly Duckling,2015,,4 Seasons,Netflix,TV-14,,,"Young women face up to their insecurities and circumstances, finding love and laughs along the way. Featuring a different storyline every season."
V.R. Troopers,1995,,2 Seasons,Netflix,TV-G,,,Three friends who study martial arts find themselves defending humanity from a criminal mastermind and his invading army from another dimension.
Vroomiz,2016,,3 Seasons,Netflix,TV-Y,,,"For these half-car, half-animal friends, each day in Zippy City is a chance to have fun, be creative and use teamwork to solve difficult problems."
Wake Up,2017,,2 Seasons,Netflix,TV-14,,,"After taking the blame for a patient death, an anesthesiologist battling psychiatric trauma fights to stay afloat in the corrupt hospital system."
Wartime Portraits,2014,,1 Season,Netflix,TV-MA,,,"Part live-action and part animation, this visually inventive series offers striking portrayals of some of the unsung heroes of World War II."
Weeds,2012,,8 Seasons,Netflix,TV-MA,,,A suburban mother starts selling marijuana to her affluent neighbors so she can maintain her comfortable lifestyle after her husband's sudden death.
Weird Wonders of the World,2016,,2 Seasons,Netflix,TV-PG,,,"From animal oddities and bizarre science to medical marvels, scientists and experts examine some of the world's strangest mysteries and phenomena."
What Happens to My Family,2016,,1 Season,Netflix,TV-14,,,A naïve young woman goes to Istanbul to meet the now-grown boy who jokingly promised to marry her in 11 years after she saved his life as a child.
What Is Love?,2012,,1 Season,Netflix,TV-14,,,"A 32-year-old romantic looking for a long-term, monogamous relationship meets a handsome bad boy who only believes in one-night stands."
When Calls the Heart,2017,,5 Seasons,Netflix,TV-PG,,,"Leaving behind her upper-crust city roots, a woman journeys west in the early 1900s to become a teacher in a small Canadian mining community."
Who's the One,2011,,1 Season,Netflix,TV-14,,,"A doctor performs plastic surgery on a fat man who's been jilted, and continues his transformation by turning him into a handsome, desirable man."
Wild Alaska,2015,,1 Season,Netflix,TV-PG,,,"The natural bounty of Alaska sustains its diverse species through extreme weather conditions in three seasons, each with its rewards and challenges."
Wild Arabia,2013,,1 Season,Netflix,TV-PG,,,The widely varied geology and dramatic landscapes in the continental crossroads of Arabia harbors a rich history and an abundance of wildlife.
Winsanity,2016,,1 Season,Netflix,TV-G,,,Actor Donald Faison hosts this game show in which contestants must arrange numerical-based trivia tidbits from largest to smallest for various prizes.
