Titulo,Ano,Duracao,Temporadas,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
Wizards of Waverly Place,2007,22 min,4 Seasons,Disney +,all,6.9/10,68/100,"The Russo family may be an ordinary family with an average restaurant, but behind close doors, all three children must compete to be the next family wizard."
Star Wars: Clone Wars,2003,133 min,3 Seasons,Outra,7+,7.8/10,68/100,"Before the rise of the Galactic Empire, there was the Old Republic and the advent of the Clone Wars. Taking place after Star Wars: Episode II - Attack of the Clones (2002) and showing the events that lead into Star Wars: Episode III - Revenge of the Sith (2005), Star Wars: Clone Wars (2003) shows the Jedi Council's finest hour and how this war changes the galaxy forever."
Wolverine and the X-Men,2009,23 min,1 Seasons,Disney +,7+,8.0/10,68/100,"After an explosion at the school, the X-Men went their separate ways. But they must unite once again under the leadership of Wolverine to prevent an inevitable war while also dealing with present problems."
Marvel Studios: Assembled,2021,58 min,1 Seasons,Outra,7+,8.1/10,66/100,
Kim Possible,2002,86 min,4 Seasons,Disney +,all,7.2/10,66/100,Heroes Kim and Ron face the problems of starting high school as freshmen when their team gets an addition. Every hero needs a villain and one's just been sprung from prison. Will Kim save the world again or will high school bog her down?
Once Upon a Time in Wonderland,2013,42 min,1 Seasons,Outra,7+,7.0/10,66/100,
Marvel Studios: Legends,2021,7 min,1 Seasons,Outra,16+,6.5/10,66/100,Marvel Studios: Legends is a brand new variety clip show that invites the viewer on a very special trip down memory lane. Relive some of the most iconic moments in the Marvel Cinematic Universe as it showcases individual characters who have appeared throughout the Infinity Saga.
Girl Meets World,2014,23 min,3 Seasons,Disney +,all,7.1/10,65/100,"More than a decade after Boy Meets World (1993), Cory and Topanga Matthews are married and have two children. Their daughter, Riley, faces life lessons through her family, friends, and school--where her father is her history teacher--as her parents did when they were younger."
The Avengers: Earth's Mightiest Heroes,2010,30 min,2 Seasons,Disney +,7+,8.3/10,65/100,"After 74 villains break out of prison, Marvel's most powerful superheroes team up to capture all of them, and also to defend the Earth from widespread threats."
The World According to Jeff Goldblum,2019,30 min,2 Seasons,Disney +,7+,7.8/10,65/100,"Documentary series in which Goldblum pulls back the curtain on a seemingly familiar object to reveal a world of astonishing connections, fascinating science, and a whole lot of big ideas."
Marvel's Ultimate Spider-Man,2012,,,Outra,7+,7.2/10,65/100,
Amphibia,2019,23 min,3 Seasons,Disney +,7+,8.1/10,65/100,"Ordinary Anne Boonchuy, 13, finds a treasure chest that sends her to Amphibia, a world full of frogs, toads, and giant insects. With help from Sprig, she must adjust to life in Amphibia and discover her first true friendship in her life."
Gargoyles,1994,30 min,2 Seasons,Disney +,7+,8.1/10,64/100,A clan of heroic night creatures pledge to protect modern New York City as they did in Scotland one thousand years earlier.
The Suite Life of Zack & Cody,2005,30 min,3 Seasons,Disney +,all,6.5/10,64/100,Comedy about identical twins living at the Tipton Hotel with their single mother who is a lounge singer at the hotel.
Darkwing Duck,1991,30 min,3 Seasons,Disney +,7+,7.6/10,64/100,A bumbling superhero battles crime with the help of his daughter and pilot sidekick.
The Right Stuff,2020,45 min,1 Seasons,Outra,16+,6.8/10,64/100,
The Muppets,2015,,104 min,"Netflix,Disney+",7+,7.4/10,64/100,"When the Muppets learn that their beloved theater is slated for demolition, the gang reunite to raise the $10 million they need to save it."
TRON: Uprising,2012,30 min,1 Seasons,Disney +,7+,8.2/10,64/100,"In the computer world of the Grid, a young program joins Tron's fight against their world's tyranny."
The Mighty Ducks: Game Changers,2021,,2 Seasons,Outra,7+,7.5/10,63/100,
Marvel's Avengers Assemble,2013,23 min,5 Seasons,Outra,7+,7.0/10,63/100,Can the world's most powerful team of Super Heroes put aside their differences and learn to live together under one roof long enough to save the world from ultimate destruction? The answer will be revealed when the Red Skull and M.O.D.O.K. wage war on The Avengers.
Recess,1997,23 min,6 Seasons,Disney +,7+,7.8/10,63/100,"Comic tales of a group of good friends, four boys and two girls, during breaks in primary school, as they grow up, relate to each other, and have brushes with authority."
Chip 'n' Dale Rescue Rangers,1989,22 min,3 Seasons,Disney +,all,7.6/10,63/100,Disney's fun-loving chipmunks are re-imagined as the leaders of a team of pint-sized crime-fighters.
Doug,1991,30 min,5 Seasons,Outra,7+,7.4/10,63/100,"11 year old Doug Funnie moves to Bluffington from Bloatsburg. ""Doug"" follows his adventures as he writes in his journal. He falls in love with Patti Mayonnaise and befriends Skeeter Valentine. They all are in grade 6 in the Bluffington School and Doug tries not to make himself look like a loser in front of everyone."
I am Luna,2016,,,Outra,,6.8/10,62/100,
Lizzie McGuire,2001,94 min,2 Seasons,Disney +,all,6.6/10,62/100,"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true."
Cosmos: Possible Worlds,2020,45 min,1 Seasons,Outra,7+,9.2/10,62/100,"Following the wildly successful ""Cosmos: A Spacetime Odyssey,"" Neil deGrasse Tyson returns as host to translate more revelations of science into a lavish transporting experience, taking audiences on a series of spiritual voyages of exploration. The show reveals previously uncharted realms, including lost worlds, worlds yet to come, and the worlds that humans may one day inhabit. Ann Druyan, original creative collaborator to Carl Sagan, whose iconic docuseries ""Cosmos"" provided inspiration for this series, serves as executive producer alongside Seth MacFarlane."
The Suite Life on Deck,2008,30 min,3 Seasons,Disney +,all,6.4/10,62/100,"Spin-off of the hit Disney Channel series ""The Suite Life of Zack & Cody,"" in which twin brothers Zack and Cody Martin and hotel heiress London Tipton enroll in a semester-at-sea program aboard a ship called the SS Tipton."
Hannah Montana,2006,23 min,4 Seasons,Disney +,all,5.2/10,61/100,Adventures of a teenage pop star who keeps her identity secret from even her closest friends by using a disguise on-stage.
Jessie,2011,30 min,4 Seasons,Disney +,all,6.0/10,61/100,A Texan teen moves to New York City to follow her dreams and ends up as a nanny for a high profile couple's four children.
Marvel's Inhumans,2017,43 min,1 Seasons,Outra,7+,5.0/10,61/100,"The Inhumans have always been one of Marvel's most enduring oddities. A race of genetic outsiders, they live secluded in their island kingdom of Attilan, preferring not to mix with the outside world. Even stranger, their genetic mutations are self-endowed; each Inhuman, as a coming-of-age ritual, endures exposure to the Terrigen Mists, a strange substance that imparts unearthly powers--some extraordinary, some monstrous. But now the kingdom of Attilan is under attack from without and within. Can the Royal Family, led by Black Bolt, repel the foreign invaders who blast at their outer defenses, as well as the internal threat of Black Bolt's insane brother, Maximus the Mad? This popular series takes a classic Marvel cast of characters, and infuses it with a modern sensibility that includes international politics and an awareness of class systems. Dark and grimly compelling, the ""Inhumans"" is one story that won't be forgotten any time soon."
Gordon Ramsay: Uncharted,2019,60 min,3 Seasons,Disney +,16+,7.8/10,61/100,"Globetrotting celebrity chef Gordon Ramsay serves up an epic adventure in ""Gordon Ramsay: Uncharted."" He travels around the world meeting with indigenous people to learn about their foods ..."
Disney's Adventures of the Gummi Bears,1985,30 min,6 Seasons,Outra,all,7.5/10,61/100,"Long ago, there was a thriving civilization of small humanoid bears called Gummi Bears. Possessing powerful magic and advanced technology, this race coexisted with humans until the growing rivalry forced the Gummies to flee across the sea, leaving only a small caretaker colony to prepare for a possible return. However, generations passed and the colony forgot their purpose even as human knowledge of the race faded into mere legend. All that changes when the colony meets a boy with a Gummi Bear medallion which unlocks the Great Book of Gummi which reveals lost knowledge of their past. Now the colony has dedicated themselves to the new goal to rediscover their heritage with the help of a few trusted humans while preventing new enemies like Duke Igthorn from exploiting that heritage to their own ends."
Star Wars Resistance,2018,30 min,2 Seasons,Disney +,7+,5.0/10,60/100,"Kazuda Xiono, a young pilot for the Resistance, is tasked with a top secret mission to investigate the First Order, a growing threat in the galaxy."
That's So Raven,2003,30 min,4 Seasons,Disney +,all,6.6/10,60/100,"A teenage girl periodically receives brief psychic visions of the near future. Trying to make these visions come true results in trouble, and hilarious situations, for the girl and her friends."
Turner & Hooch,2021,97 min,1 Seasons,Disney +,7+,6.0/10,60/100,A detective must adopt a rambunctious dog in order to help him find a killer.
TaleSpin,1990,30 min,1 Seasons,Disney +,all,7.6/10,60/100,Baloo the Bear from The Jungle Book (1967) is cast as a 1930s Pacific Islands bush pilot.
Mickey Mouse Clubhouse,2006,30 min,4 Seasons,Disney +,all,5.7/10,60/100,"Mickey and his friends Minnie, Donald, Pluto, Daisy, Goofy, Pete, Clarabelle and more go on fun and educational adventures."
Even Stevens,2000,30 min,3 Seasons,Disney +,all,7.6/10,60/100,"The misadventures of the Stevens family of five in Sacramento, California."
Andi Mack,2017,25 min,3 Seasons,Disney +,all,7.2/10,60/100,"A contemporary coming-of-age story about a girl who's trying to determine where she fits in, when her free-spirited older sister returns with a revelation that changes everything, it sends Andi on an uncharted course of self-discovery."
Behind the Attraction,2021,58 min,1 Seasons,Outra,7+,7.6/10,59/100,"Behind The Attraction takes viewers into the history of how popular Disney attractions and destinations came to be, how they have changed over time, and how fans continue to obsess over them. The series will feature interviews with fans as well as Disney Imagineers and other people behind the scenes."
Secrets of Sulphur Springs,2021,24 min,2 Seasons,Outra,7+,7.7/10,59/100,"A young boy and his family move to an abandoned hotel in Sulpher Springs, Louisiana where he befriends a curious girl named Harper. Together they will work to solve the 30-year-old mysteries of the hotel involving a missing teen named Savannah believed to be haunting the hotel present day."
Liv and Maddie,2013,,,Outra,all,6.4/10,59/100,
Milo Murphy's Law,2016,12 min,2 Seasons,Disney +,all,7.6/10,59/100,"An animated comedy adventure series that follows 13-year-old Milo Murphy, the fictional great-great-great-great grandson of the Murphy's Law namesake. Additionally, Dakota and Cavendish come from the future to prevent pistachio extinction."
Lab Rats,2012,22 min,,Disney +,7+,6.6/10,59/100,"A scrawny 14-year-old, having discovered his inventor stepdad has three bionic, super-powered teens living cloistered in a secret lab beneath their home, brings them out into the world."
Lilo & Stitch: The Series,2003,22 min,2 Seasons,Disney +,all,6.8/10,59/100,The rambunctious human and alien duo must hunt down Dr. Jumba Jookiba's 625 other experimental creatures infesting Hawaii.
So Weird,1999,30 min,,Disney +,7+,8.5/10,59/100,"A preteen girl travels around the country continually stumbling over supernatural occurrences. Without anyone to believe her, she posts what she finds on her website entitled ""So Weird""."
Austin & Ally,2011,30 min,4 Seasons,Disney +,all,6.0/10,59/100,"Following the lives of Austin, an aspiring confident musician, Ally, a quiet talented songwriter and their two friends."
The New Adventures of Winnie the Pooh,1988,30 min,4 Seasons,Disney +,all,7.7/10,59/100,Follow Winnie the Pooh's adventures in the Hundred Acre Wood.
Raven's Home,2017,22 min,5 Seasons,Disney +,all,7.3/10,59/100,"Though Raven Baxter is psychic, she would've never guess she'd be a single mother living in an apartment with her twins Nia and Booker Baxter and her best friend Chelsea and son Levi."
Kickin' It,2011,22 min,4 Seasons,Disney +,all,6.5/10,58/100,A once-in-a-generation young karate fighter named Jack joins the Wasabi warriors.
Brain Games,2011,30 min,6 Seasons,Disney +,7+,8.3/10,58/100,An examination of the nature of human perception and how it can be fooled.
Schoolhouse Rock,1973,,,Outra,7+,8.1/10,58/100,
Dog Whisperer,2004,,,Outra,all,8.0/10,58/100,
The Proud Family,2001,30 min,2 Seasons,Disney +,all,6.4/10,58/100,"Animated adventures of Penny Proud (Kyla Pratt), a girl growing up with the help of her friends."
Sonny with a Chance,2009,23 min,2 Seasons,Disney +,all,6.1/10,58/100,"Sonny, a talented Midwestern girl, has won a nationwide talent search to move to Los Angeles and star in a popular television series. Sonny's home and work life is documented along with her adjustment to life in the spotlight."
